Provincias;Grupo penal;periodo;Total_Hechos;Poblacion_Provincial;CCAA;Tasa_Criminalidad
ourense;acceso__e_interceptacion_ilicita;2024;78;305278;Galicia;0.2555
ourense;acceso__e_interceptacion_ilicita;2023;22;304467;Galicia;0.0723
ourense;acceso__e_interceptacion_ilicita;2022;14;304563;Galicia;0.046
ourense;amenazas_y_coacciones;2024;163;305278;Galicia;0.5339
ourense;amenazas_y_coacciones;2023;179;304467;Galicia;0.5879
ourense;amenazas_y_coacciones;2022;117;304563;Galicia;0.3842
ourense;contra_el_honor;2024;15;305278;Galicia;0.0491
ourense;contra_el_honor;2023;24;304467;Galicia;0.0788
ourense;contra_el_honor;2022;18;304563;Galicia;0.0591
ourense;contra_la_propiedad_industrial/intelectual;2024;4;305278;Galicia;0.0131
ourense;contra_la_propiedad_industrial/intelectual;2023;2;304467;Galicia;0.0066
ourense;contra_la_propiedad_industrial/intelectual;2022;1;304563;Galicia;0.0033
ourense;delitos_sexuales;2024;8;305278;Galicia;0.0262
ourense;delitos_sexuales;2023;9;304467;Galicia;0.0296
ourense;delitos_sexuales;2022;13;304563;Galicia;0.0427
ourense;falsificacion_informatica;2024;99;305278;Galicia;0.3243
ourense;falsificacion_informatica;2023;110;304467;Galicia;0.3613
ourense;falsificacion_informatica;2022;125;304563;Galicia;0.4104
ourense;fraude_informatico;2024;1842;305278;Galicia;6.0338
ourense;fraude_informatico;2023;1905;304467;Galicia;6.2568
ourense;fraude_informatico;2022;2217;304563;Galicia;7.2793
ourense;interferencia_en_los_datos_y_en_el_sistema;2024;10;305278;Galicia;0.0328
ourense;interferencia_en_los_datos_y_en_el_sistema;2023;1;304467;Galicia;0.0033
ourense;interferencia_en_los_datos_y_en_el_sistema;2022;6;304563;Galicia;0.0197
asturias;acceso__e_interceptacion_ilicita;2024;322;1015128;Asturias;0.3172
asturias;acceso__e_interceptacion_ilicita;2023;143;1009599;Asturias;0.1416
asturias;acceso__e_interceptacion_ilicita;2022;121;1006060;Asturias;0.1203
asturias;amenazas_y_coacciones;2024;328;1015128;Asturias;0.3231
asturias;amenazas_y_coacciones;2023;302;1009599;Asturias;0.2991
asturias;amenazas_y_coacciones;2022;362;1006060;Asturias;0.3598
asturias;contra_el_honor;2024;25;1015128;Asturias;0.0246
asturias;contra_el_honor;2023;27;1009599;Asturias;0.0267
asturias;contra_el_honor;2022;51;1006060;Asturias;0.0507
asturias;contra_la_propiedad_industrial/intelectual;2024;8;1015128;Asturias;0.0079
asturias;contra_la_propiedad_industrial/intelectual;2023;3;1009599;Asturias;0.003
asturias;contra_la_propiedad_industrial/intelectual;2022;2;1006060;Asturias;0.002
asturias;delitos_sexuales;2024;27;1015128;Asturias;0.0266
asturias;delitos_sexuales;2023;27;1009599;Asturias;0.0267
asturias;delitos_sexuales;2022;39;1006060;Asturias;0.0388
asturias;falsificacion_informatica;2024;303;1015128;Asturias;0.2985
asturias;falsificacion_informatica;2023;213;1009599;Asturias;0.211
asturias;falsificacion_informatica;2022;281;1006060;Asturias;0.2793
asturias;fraude_informatico;2024;8117;1015128;Asturias;7.996
asturias;fraude_informatico;2023;7897;1009599;Asturias;7.8219
asturias;fraude_informatico;2022;7661;1006060;Asturias;7.6149
asturias;interferencia_en_los_datos_y_en_el_sistema;2024;53;1015128;Asturias;0.0522
asturias;interferencia_en_los_datos_y_en_el_sistema;2023;36;1009599;Asturias;0.0357
asturias;interferencia_en_los_datos_y_en_el_sistema;2022;43;1006060;Asturias;0.0427
palencia;acceso__e_interceptacion_ilicita;2024;54;158702;Castilla y León;0.3403
palencia;acceso__e_interceptacion_ilicita;2023;15;158063;Castilla y León;0.0949
palencia;acceso__e_interceptacion_ilicita;2022;12;157787;Castilla y León;0.0761
palencia;amenazas_y_coacciones;2024;57;158702;Castilla y León;0.3592
palencia;amenazas_y_coacciones;2023;54;158063;Castilla y León;0.3416
palencia;amenazas_y_coacciones;2022;69;157787;Castilla y León;0.4373
palencia;contra_el_honor;2024;2;158702;Castilla y León;0.0126
palencia;contra_el_honor;2023;4;158063;Castilla y León;0.0253
palencia;contra_el_honor;2022;2;157787;Castilla y León;0.0127
palencia;contra_la_propiedad_industrial/intelectual;2024;0;158702;Castilla y León;0.0
palencia;contra_la_propiedad_industrial/intelectual;2023;1;158063;Castilla y León;0.0063
palencia;contra_la_propiedad_industrial/intelectual;2022;0;157787;Castilla y León;0.0
palencia;delitos_sexuales;2024;5;158702;Castilla y León;0.0315
palencia;delitos_sexuales;2023;4;158063;Castilla y León;0.0253
palencia;delitos_sexuales;2022;3;157787;Castilla y León;0.019
palencia;falsificacion_informatica;2024;84;158702;Castilla y León;0.5293
palencia;falsificacion_informatica;2023;36;158063;Castilla y León;0.2278
palencia;falsificacion_informatica;2022;30;157787;Castilla y León;0.1901
palencia;fraude_informatico;2024;1432;158702;Castilla y León;9.0232
palencia;fraude_informatico;2023;1324;158063;Castilla y León;8.3764
palencia;fraude_informatico;2022;1274;157787;Castilla y León;8.0742
palencia;interferencia_en_los_datos_y_en_el_sistema;2024;6;158702;Castilla y León;0.0378
palencia;interferencia_en_los_datos_y_en_el_sistema;2023;0;158063;Castilla y León;0.0
palencia;interferencia_en_los_datos_y_en_el_sistema;2022;2;157787;Castilla y León;0.0127
palmas;acceso__e_interceptacion_ilicita;2024;268;1171547;Canarias;0.2288
palmas;acceso__e_interceptacion_ilicita;2023;266;1159890;Canarias;0.2293
palmas;acceso__e_interceptacion_ilicita;2022;151;1145843;Canarias;0.1318
palmas;amenazas_y_coacciones;2024;396;1171547;Canarias;0.338
palmas;amenazas_y_coacciones;2023;513;1159890;Canarias;0.4423
palmas;amenazas_y_coacciones;2022;616;1145843;Canarias;0.5376
palmas;contra_el_honor;2024;47;1171547;Canarias;0.0401
palmas;contra_el_honor;2023;45;1159890;Canarias;0.0388
palmas;contra_el_honor;2022;51;1145843;Canarias;0.0445
palmas;contra_la_propiedad_industrial/intelectual;2024;3;1171547;Canarias;0.0026
palmas;contra_la_propiedad_industrial/intelectual;2023;1;1159890;Canarias;0.0009
palmas;contra_la_propiedad_industrial/intelectual;2022;1;1145843;Canarias;0.0009
palmas;delitos_sexuales;2024;37;1171547;Canarias;0.0316
palmas;delitos_sexuales;2023;60;1159890;Canarias;0.0517
palmas;delitos_sexuales;2022;56;1145843;Canarias;0.0489
palmas;falsificacion_informatica;2024;335;1171547;Canarias;0.2859
palmas;falsificacion_informatica;2023;277;1159890;Canarias;0.2388
palmas;falsificacion_informatica;2022;288;1145843;Canarias;0.2513
palmas;fraude_informatico;2024;8401;1171547;Canarias;7.1709
palmas;fraude_informatico;2023;9152;1159890;Canarias;7.8904
palmas;fraude_informatico;2022;6853;1145843;Canarias;5.9807
palmas;interferencia_en_los_datos_y_en_el_sistema;2024;27;1171547;Canarias;0.023
palmas;interferencia_en_los_datos_y_en_el_sistema;2023;29;1159890;Canarias;0.025
palmas;interferencia_en_los_datos_y_en_el_sistema;2022;38;1145843;Canarias;0.0332
pontevedra;acceso__e_interceptacion_ilicita;2024;222;947818;Galicia;0.2342
pontevedra;acceso__e_interceptacion_ilicita;2023;189;947869;Galicia;0.1994
pontevedra;acceso__e_interceptacion_ilicita;2022;114;946710;Galicia;0.1204
pontevedra;amenazas_y_coacciones;2024;553;947818;Galicia;0.5834
pontevedra;amenazas_y_coacciones;2023;418;947869;Galicia;0.441
pontevedra;amenazas_y_coacciones;2022;475;946710;Galicia;0.5017
pontevedra;contra_el_honor;2024;68;947818;Galicia;0.0717
pontevedra;contra_el_honor;2023;41;947869;Galicia;0.0433
pontevedra;contra_el_honor;2022;72;946710;Galicia;0.0761
pontevedra;contra_la_propiedad_industrial/intelectual;2024;2;947818;Galicia;0.0021
pontevedra;contra_la_propiedad_industrial/intelectual;2023;3;947869;Galicia;0.0032
pontevedra;contra_la_propiedad_industrial/intelectual;2022;0;946710;Galicia;0.0
pontevedra;delitos_sexuales;2024;35;947818;Galicia;0.0369
pontevedra;delitos_sexuales;2023;36;947869;Galicia;0.038
pontevedra;delitos_sexuales;2022;25;946710;Galicia;0.0264
pontevedra;falsificacion_informatica;2024;485;947818;Galicia;0.5117
pontevedra;falsificacion_informatica;2023;397;947869;Galicia;0.4188
pontevedra;falsificacion_informatica;2022;261;946710;Galicia;0.2757
pontevedra;fraude_informatico;2024;7701;947818;Galicia;8.125
pontevedra;fraude_informatico;2023;7379;947869;Galicia;7.7848
pontevedra;fraude_informatico;2022;7034;946710;Galicia;7.4299
pontevedra;interferencia_en_los_datos_y_en_el_sistema;2024;88;947818;Galicia;0.0928
pontevedra;interferencia_en_los_datos_y_en_el_sistema;2023;64;947869;Galicia;0.0675
pontevedra;interferencia_en_los_datos_y_en_el_sistema;2022;54;946710;Galicia;0.057
salamanca;acceso__e_interceptacion_ilicita;2024;151;328446;Castilla y León;0.4597
salamanca;acceso__e_interceptacion_ilicita;2023;99;327552;Castilla y León;0.3022
salamanca;acceso__e_interceptacion_ilicita;2022;57;327089;Castilla y León;0.1743
salamanca;amenazas_y_coacciones;2024;151;328446;Castilla y León;0.4597
salamanca;amenazas_y_coacciones;2023;173;327552;Castilla y León;0.5282
salamanca;amenazas_y_coacciones;2022;157;327089;Castilla y León;0.48
salamanca;contra_el_honor;2024;10;328446;Castilla y León;0.0304
salamanca;contra_el_honor;2023;9;327552;Castilla y León;0.0275
salamanca;contra_el_honor;2022;4;327089;Castilla y León;0.0122
salamanca;contra_la_propiedad_industrial/intelectual;2024;2;328446;Castilla y León;0.0061
salamanca;contra_la_propiedad_industrial/intelectual;2023;0;327552;Castilla y León;0.0
salamanca;contra_la_propiedad_industrial/intelectual;2022;1;327089;Castilla y León;0.0031
salamanca;delitos_sexuales;2024;9;328446;Castilla y León;0.0274
salamanca;delitos_sexuales;2023;13;327552;Castilla y León;0.0397
salamanca;delitos_sexuales;2022;7;327089;Castilla y León;0.0214
salamanca;falsificacion_informatica;2024;286;328446;Castilla y León;0.8708
salamanca;falsificacion_informatica;2023;267;327552;Castilla y León;0.8151
salamanca;falsificacion_informatica;2022;242;327089;Castilla y León;0.7399
salamanca;fraude_informatico;2024;3167;328446;Castilla y León;9.6424
salamanca;fraude_informatico;2023;3221;327552;Castilla y León;9.8336
salamanca;fraude_informatico;2022;3002;327089;Castilla y León;9.1779
salamanca;interferencia_en_los_datos_y_en_el_sistema;2024;32;328446;Castilla y León;0.0974
salamanca;interferencia_en_los_datos_y_en_el_sistema;2023;19;327552;Castilla y León;0.058
salamanca;interferencia_en_los_datos_y_en_el_sistema;2022;38;327089;Castilla y León;0.1162
santa_cruz_de_tenerife;acceso__e_interceptacion_ilicita;2024;150;1087319;Canarias;0.138
santa_cruz_de_tenerife;acceso__e_interceptacion_ilicita;2023;97;1078864;Canarias;0.0899
santa_cruz_de_tenerife;acceso__e_interceptacion_ilicita;2022;101;1067173;Canarias;0.0946
santa_cruz_de_tenerife;amenazas_y_coacciones;2024;370;1087319;Canarias;0.3403
santa_cruz_de_tenerife;amenazas_y_coacciones;2023;358;1078864;Canarias;0.3318
santa_cruz_de_tenerife;amenazas_y_coacciones;2022;412;1067173;Canarias;0.3861
santa_cruz_de_tenerife;contra_el_honor;2024;13;1087319;Canarias;0.012
santa_cruz_de_tenerife;contra_el_honor;2023;18;1078864;Canarias;0.0167
santa_cruz_de_tenerife;contra_el_honor;2022;21;1067173;Canarias;0.0197
santa_cruz_de_tenerife;contra_la_propiedad_industrial/intelectual;2024;2;1087319;Canarias;0.0018
santa_cruz_de_tenerife;contra_la_propiedad_industrial/intelectual;2023;3;1078864;Canarias;0.0028
santa_cruz_de_tenerife;contra_la_propiedad_industrial/intelectual;2022;1;1067173;Canarias;0.0009
santa_cruz_de_tenerife;delitos_sexuales;2024;33;1087319;Canarias;0.0303
santa_cruz_de_tenerife;delitos_sexuales;2023;32;1078864;Canarias;0.0297
santa_cruz_de_tenerife;delitos_sexuales;2022;41;1067173;Canarias;0.0384
santa_cruz_de_tenerife;falsificacion_informatica;2024;285;1087319;Canarias;0.2621
santa_cruz_de_tenerife;falsificacion_informatica;2023;194;1078864;Canarias;0.1798
santa_cruz_de_tenerife;falsificacion_informatica;2022;185;1067173;Canarias;0.1734
santa_cruz_de_tenerife;fraude_informatico;2024;6363;1087319;Canarias;5.852
santa_cruz_de_tenerife;fraude_informatico;2023;6600;1078864;Canarias;6.1175
santa_cruz_de_tenerife;fraude_informatico;2022;4846;1067173;Canarias;4.541
santa_cruz_de_tenerife;interferencia_en_los_datos_y_en_el_sistema;2024;27;1087319;Canarias;0.0248
santa_cruz_de_tenerife;interferencia_en_los_datos_y_en_el_sistema;2023;26;1078864;Canarias;0.0241
santa_cruz_de_tenerife;interferencia_en_los_datos_y_en_el_sistema;2022;23;1067173;Canarias;0.0216
cantabria;acceso__e_interceptacion_ilicita;2024;209;593623;Cantabria;0.3521
cantabria;acceso__e_interceptacion_ilicita;2023;129;590851;Cantabria;0.2183
cantabria;acceso__e_interceptacion_ilicita;2022;79;588387;Cantabria;0.1343
cantabria;amenazas_y_coacciones;2024;258;593623;Cantabria;0.4346
cantabria;amenazas_y_coacciones;2023;249;590851;Cantabria;0.4214
cantabria;amenazas_y_coacciones;2022;208;588387;Cantabria;0.3535
cantabria;contra_el_honor;2024;11;593623;Cantabria;0.0185
cantabria;contra_el_honor;2023;9;590851;Cantabria;0.0152
cantabria;contra_el_honor;2022;11;588387;Cantabria;0.0187
cantabria;contra_la_propiedad_industrial/intelectual;2024;6;593623;Cantabria;0.0101
cantabria;contra_la_propiedad_industrial/intelectual;2023;14;590851;Cantabria;0.0237
cantabria;contra_la_propiedad_industrial/intelectual;2022;1;588387;Cantabria;0.0017
cantabria;delitos_sexuales;2024;30;593623;Cantabria;0.0505
cantabria;delitos_sexuales;2023;12;590851;Cantabria;0.0203
cantabria;delitos_sexuales;2022;22;588387;Cantabria;0.0374
cantabria;falsificacion_informatica;2024;207;593623;Cantabria;0.3487
cantabria;falsificacion_informatica;2023;95;590851;Cantabria;0.1608
cantabria;falsificacion_informatica;2022;103;588387;Cantabria;0.1751
cantabria;fraude_informatico;2024;5774;593623;Cantabria;9.7267
cantabria;fraude_informatico;2023;5428;590851;Cantabria;9.1867
cantabria;fraude_informatico;2022;4349;588387;Cantabria;7.3914
cantabria;interferencia_en_los_datos_y_en_el_sistema;2024;41;593623;Cantabria;0.0691
cantabria;interferencia_en_los_datos_y_en_el_sistema;2023;32;590851;Cantabria;0.0542
cantabria;interferencia_en_los_datos_y_en_el_sistema;2022;33;588387;Cantabria;0.0561
segovia;acceso__e_interceptacion_ilicita;2024;19;158251;Castilla y León;0.1201
segovia;acceso__e_interceptacion_ilicita;2023;17;156620;Castilla y León;0.1085
segovia;acceso__e_interceptacion_ilicita;2022;14;155332;Castilla y León;0.0901
segovia;amenazas_y_coacciones;2024;71;158251;Castilla y León;0.4487
segovia;amenazas_y_coacciones;2023;81;156620;Castilla y León;0.5172
segovia;amenazas_y_coacciones;2022;69;155332;Castilla y León;0.4442
segovia;contra_el_honor;2024;5;158251;Castilla y León;0.0316
segovia;contra_el_honor;2023;18;156620;Castilla y León;0.1149
segovia;contra_el_honor;2022;8;155332;Castilla y León;0.0515
segovia;contra_la_propiedad_industrial/intelectual;2024;0;158251;Castilla y León;0.0
segovia;contra_la_propiedad_industrial/intelectual;2023;0;156620;Castilla y León;0.0
segovia;contra_la_propiedad_industrial/intelectual;2022;0;155332;Castilla y León;0.0
segovia;delitos_sexuales;2024;4;158251;Castilla y León;0.0253
segovia;delitos_sexuales;2023;7;156620;Castilla y León;0.0447
segovia;delitos_sexuales;2022;3;155332;Castilla y León;0.0193
segovia;falsificacion_informatica;2024;73;158251;Castilla y León;0.4613
segovia;falsificacion_informatica;2023;76;156620;Castilla y León;0.4853
segovia;falsificacion_informatica;2022;95;155332;Castilla y León;0.6116
segovia;fraude_informatico;2024;1731;158251;Castilla y León;10.9383
segovia;fraude_informatico;2023;1655;156620;Castilla y León;10.567
segovia;fraude_informatico;2022;1110;155332;Castilla y León;7.146
segovia;interferencia_en_los_datos_y_en_el_sistema;2024;2;158251;Castilla y León;0.0126
segovia;interferencia_en_los_datos_y_en_el_sistema;2023;1;156620;Castilla y León;0.0064
segovia;interferencia_en_los_datos_y_en_el_sistema;2022;1;155332;Castilla y León;0.0064
sevilla;acceso__e_interceptacion_ilicita;2024;602;1977664;Andalucía;0.3044
sevilla;acceso__e_interceptacion_ilicita;2023;453;1968624;Andalucía;0.2301
sevilla;acceso__e_interceptacion_ilicita;2022;314;1959394;Andalucía;0.1603
sevilla;amenazas_y_coacciones;2024;1071;1977664;Andalucía;0.5415
sevilla;amenazas_y_coacciones;2023;909;1968624;Andalucía;0.4617
sevilla;amenazas_y_coacciones;2022;879;1959394;Andalucía;0.4486
sevilla;contra_el_honor;2024;89;1977664;Andalucía;0.045
sevilla;contra_el_honor;2023;86;1968624;Andalucía;0.0437
sevilla;contra_el_honor;2022;95;1959394;Andalucía;0.0485
sevilla;contra_la_propiedad_industrial/intelectual;2024;4;1977664;Andalucía;0.002
sevilla;contra_la_propiedad_industrial/intelectual;2023;4;1968624;Andalucía;0.002
sevilla;contra_la_propiedad_industrial/intelectual;2022;8;1959394;Andalucía;0.0041
sevilla;delitos_sexuales;2024;81;1977664;Andalucía;0.041
sevilla;delitos_sexuales;2023;131;1968624;Andalucía;0.0665
sevilla;delitos_sexuales;2022;136;1959394;Andalucía;0.0694
sevilla;falsificacion_informatica;2024;412;1977664;Andalucía;0.2083
sevilla;falsificacion_informatica;2023;249;1968624;Andalucía;0.1265
sevilla;falsificacion_informatica;2022;241;1959394;Andalucía;0.123
sevilla;fraude_informatico;2024;16998;1977664;Andalucía;8.595
sevilla;fraude_informatico;2023;17022;1968624;Andalucía;8.6466
sevilla;fraude_informatico;2022;12850;1959394;Andalucía;6.5582
sevilla;interferencia_en_los_datos_y_en_el_sistema;2024;111;1977664;Andalucía;0.0561
sevilla;interferencia_en_los_datos_y_en_el_sistema;2023;107;1968624;Andalucía;0.0544
sevilla;interferencia_en_los_datos_y_en_el_sistema;2022;67;1959394;Andalucía;0.0342
soria;acceso__e_interceptacion_ilicita;2024;9;90183;Castilla y León;0.0998
soria;acceso__e_interceptacion_ilicita;2023;12;90073;Castilla y León;0.1332
soria;acceso__e_interceptacion_ilicita;2022;10;89528;Castilla y León;0.1117
soria;amenazas_y_coacciones;2024;39;90183;Castilla y León;0.4325
soria;amenazas_y_coacciones;2023;41;90073;Castilla y León;0.4552
soria;amenazas_y_coacciones;2022;44;89528;Castilla y León;0.4915
soria;contra_el_honor;2024;6;90183;Castilla y León;0.0665
soria;contra_el_honor;2023;2;90073;Castilla y León;0.0222
soria;contra_el_honor;2022;1;89528;Castilla y León;0.0112
soria;contra_la_propiedad_industrial/intelectual;2024;0;90183;Castilla y León;0.0
soria;contra_la_propiedad_industrial/intelectual;2023;1;90073;Castilla y León;0.0111
soria;contra_la_propiedad_industrial/intelectual;2022;0;89528;Castilla y León;0.0
soria;delitos_sexuales;2024;1;90183;Castilla y León;0.0111
soria;delitos_sexuales;2023;2;90073;Castilla y León;0.0222
soria;delitos_sexuales;2022;3;89528;Castilla y León;0.0335
soria;falsificacion_informatica;2024;54;90183;Castilla y León;0.5988
soria;falsificacion_informatica;2023;43;90073;Castilla y León;0.4774
soria;falsificacion_informatica;2022;19;89528;Castilla y León;0.2122
soria;fraude_informatico;2024;893;90183;Castilla y León;9.9021
soria;fraude_informatico;2023;1120;90073;Castilla y León;12.4344
soria;fraude_informatico;2022;961;89528;Castilla y León;10.7341
soria;interferencia_en_los_datos_y_en_el_sistema;2024;6;90183;Castilla y León;0.0665
soria;interferencia_en_los_datos_y_en_el_sistema;2023;6;90073;Castilla y León;0.0666
soria;interferencia_en_los_datos_y_en_el_sistema;2022;5;89528;Castilla y León;0.0558
tarragona;acceso__e_interceptacion_ilicita;2024;64;875530;Cataluña;0.0731
tarragona;acceso__e_interceptacion_ilicita;2023;75;861744;Cataluña;0.087
tarragona;acceso__e_interceptacion_ilicita;2022;87;848592;Cataluña;0.1025
tarragona;amenazas_y_coacciones;2024;88;875530;Cataluña;0.1005
tarragona;amenazas_y_coacciones;2023;67;861744;Cataluña;0.0777
tarragona;amenazas_y_coacciones;2022;76;848592;Cataluña;0.0896
tarragona;contra_el_honor;2024;1;875530;Cataluña;0.0011
tarragona;contra_el_honor;2023;1;861744;Cataluña;0.0012
tarragona;contra_el_honor;2022;0;848592;Cataluña;0.0
tarragona;contra_la_propiedad_industrial/intelectual;2024;1;875530;Cataluña;0.0011
tarragona;contra_la_propiedad_industrial/intelectual;2023;0;861744;Cataluña;0.0
tarragona;contra_la_propiedad_industrial/intelectual;2022;4;848592;Cataluña;0.0047
tarragona;delitos_sexuales;2024;17;875530;Cataluña;0.0194
tarragona;delitos_sexuales;2023;16;861744;Cataluña;0.0186
tarragona;delitos_sexuales;2022;16;848592;Cataluña;0.0189
tarragona;falsificacion_informatica;2024;520;875530;Cataluña;0.5939
tarragona;falsificacion_informatica;2023;77;861744;Cataluña;0.0894
tarragona;falsificacion_informatica;2022;81;848592;Cataluña;0.0955
tarragona;fraude_informatico;2024;7152;875530;Cataluña;8.1688
tarragona;fraude_informatico;2023;7586;861744;Cataluña;8.8031
tarragona;fraude_informatico;2022;5906;848592;Cataluña;6.9598
tarragona;interferencia_en_los_datos_y_en_el_sistema;2024;6;875530;Cataluña;0.0069
tarragona;interferencia_en_los_datos_y_en_el_sistema;2023;7;861744;Cataluña;0.0081
tarragona;interferencia_en_los_datos_y_en_el_sistema;2022;5;848592;Cataluña;0.0059
teruel;acceso__e_interceptacion_ilicita;2024;10;136091;Aragón;0.0735
teruel;acceso__e_interceptacion_ilicita;2023;10;135309;Aragón;0.0739
teruel;acceso__e_interceptacion_ilicita;2022;4;135046;Aragón;0.0296
teruel;amenazas_y_coacciones;2024;75;136091;Aragón;0.5511
teruel;amenazas_y_coacciones;2023;74;135309;Aragón;0.5469
teruel;amenazas_y_coacciones;2022;43;135046;Aragón;0.3184
teruel;contra_el_honor;2024;4;136091;Aragón;0.0294
teruel;contra_el_honor;2023;3;135309;Aragón;0.0222
teruel;contra_el_honor;2022;2;135046;Aragón;0.0148
teruel;contra_la_propiedad_industrial/intelectual;2024;1;136091;Aragón;0.0073
teruel;contra_la_propiedad_industrial/intelectual;2023;0;135309;Aragón;0.0
teruel;contra_la_propiedad_industrial/intelectual;2022;1;135046;Aragón;0.0074
teruel;delitos_sexuales;2024;4;136091;Aragón;0.0294
teruel;delitos_sexuales;2023;1;135309;Aragón;0.0074
teruel;delitos_sexuales;2022;5;135046;Aragón;0.037
teruel;falsificacion_informatica;2024;66;136091;Aragón;0.485
teruel;falsificacion_informatica;2023;41;135309;Aragón;0.303
teruel;falsificacion_informatica;2022;22;135046;Aragón;0.1629
teruel;fraude_informatico;2024;1129;136091;Aragón;8.2959
teruel;fraude_informatico;2023;1154;135309;Aragón;8.5286
teruel;fraude_informatico;2022;775;135046;Aragón;5.7388
teruel;interferencia_en_los_datos_y_en_el_sistema;2024;6;136091;Aragón;0.0441
teruel;interferencia_en_los_datos_y_en_el_sistema;2023;6;135309;Aragón;0.0443
teruel;interferencia_en_los_datos_y_en_el_sistema;2022;2;135046;Aragón;0.0148
toledo;acceso__e_interceptacion_ilicita;2024;123;755081;Castilla-La Mancha;0.1629
toledo;acceso__e_interceptacion_ilicita;2023;48;743165;Castilla-La Mancha;0.0646
toledo;acceso__e_interceptacion_ilicita;2022;36;731112;Castilla-La Mancha;0.0492
toledo;amenazas_y_coacciones;2024;333;755081;Castilla-La Mancha;0.441
toledo;amenazas_y_coacciones;2023;406;743165;Castilla-La Mancha;0.5463
toledo;amenazas_y_coacciones;2022;430;731112;Castilla-La Mancha;0.5881
toledo;contra_el_honor;2024;27;755081;Castilla-La Mancha;0.0358
toledo;contra_el_honor;2023;39;743165;Castilla-La Mancha;0.0525
toledo;contra_el_honor;2022;20;731112;Castilla-La Mancha;0.0274
toledo;contra_la_propiedad_industrial/intelectual;2024;2;755081;Castilla-La Mancha;0.0026
toledo;contra_la_propiedad_industrial/intelectual;2023;0;743165;Castilla-La Mancha;0.0
toledo;contra_la_propiedad_industrial/intelectual;2022;0;731112;Castilla-La Mancha;0.0
toledo;delitos_sexuales;2024;25;755081;Castilla-La Mancha;0.0331
toledo;delitos_sexuales;2023;20;743165;Castilla-La Mancha;0.0269
toledo;delitos_sexuales;2022;31;731112;Castilla-La Mancha;0.0424
toledo;falsificacion_informatica;2024;387;755081;Castilla-La Mancha;0.5125
toledo;falsificacion_informatica;2023;378;743165;Castilla-La Mancha;0.5086
toledo;falsificacion_informatica;2022;390;731112;Castilla-La Mancha;0.5334
toledo;fraude_informatico;2024;5848;755081;Castilla-La Mancha;7.7449
toledo;fraude_informatico;2023;6284;743165;Castilla-La Mancha;8.4557
toledo;fraude_informatico;2022;4800;731112;Castilla-La Mancha;6.5653
toledo;interferencia_en_los_datos_y_en_el_sistema;2024;18;755081;Castilla-La Mancha;0.0238
toledo;interferencia_en_los_datos_y_en_el_sistema;2023;17;743165;Castilla-La Mancha;0.0229
toledo;interferencia_en_los_datos_y_en_el_sistema;2022;10;731112;Castilla-La Mancha;0.0137
valencia;acceso__e_interceptacion_ilicita;2024;485;2763996;C. Valenciana;0.1755
valencia;acceso__e_interceptacion_ilicita;2023;401;2710808;C. Valenciana;0.1479
valencia;acceso__e_interceptacion_ilicita;2022;277;2656841;C. Valenciana;0.1043
valencia;amenazas_y_coacciones;2024;929;2763996;C. Valenciana;0.3361
valencia;amenazas_y_coacciones;2023;1030;2710808;C. Valenciana;0.38
valencia;amenazas_y_coacciones;2022;1053;2656841;C. Valenciana;0.3963
valencia;contra_el_honor;2024;60;2763996;C. Valenciana;0.0217
valencia;contra_el_honor;2023;73;2710808;C. Valenciana;0.0269
valencia;contra_el_honor;2022;84;2656841;C. Valenciana;0.0316
valencia;contra_la_propiedad_industrial/intelectual;2024;20;2763996;C. Valenciana;0.0072
valencia;contra_la_propiedad_industrial/intelectual;2023;7;2710808;C. Valenciana;0.0026
valencia;contra_la_propiedad_industrial/intelectual;2022;4;2656841;C. Valenciana;0.0015
valencia;delitos_sexuales;2024;102;2763996;C. Valenciana;0.0369
valencia;delitos_sexuales;2023;81;2710808;C. Valenciana;0.0299
valencia;delitos_sexuales;2022;72;2656841;C. Valenciana;0.0271
valencia;falsificacion_informatica;2024;1229;2763996;C. Valenciana;0.4446
valencia;falsificacion_informatica;2023;1482;2710808;C. Valenciana;0.5467
valencia;falsificacion_informatica;2022;1105;2656841;C. Valenciana;0.4159
valencia;fraude_informatico;2024;21457;2763996;C. Valenciana;7.763
valencia;fraude_informatico;2023;21967;2710808;C. Valenciana;8.1035
valencia;fraude_informatico;2022;15623;2656841;C. Valenciana;5.8803
valencia;interferencia_en_los_datos_y_en_el_sistema;2024;179;2763996;C. Valenciana;0.0648
valencia;interferencia_en_los_datos_y_en_el_sistema;2023;151;2710808;C. Valenciana;0.0557
valencia;interferencia_en_los_datos_y_en_el_sistema;2022;136;2656841;C. Valenciana;0.0512
valladolid;acceso__e_interceptacion_ilicita;2024;142;528644;Castilla y León;0.2686
valladolid;acceso__e_interceptacion_ilicita;2023;91;525116;Castilla y León;0.1733
valladolid;acceso__e_interceptacion_ilicita;2022;119;521333;Castilla y León;0.2283
valladolid;amenazas_y_coacciones;2024;226;528644;Castilla y León;0.4275
valladolid;amenazas_y_coacciones;2023;224;525116;Castilla y León;0.4266
valladolid;amenazas_y_coacciones;2022;180;521333;Castilla y León;0.3453
valladolid;contra_el_honor;2024;14;528644;Castilla y León;0.0265
valladolid;contra_el_honor;2023;16;525116;Castilla y León;0.0305
valladolid;contra_el_honor;2022;12;521333;Castilla y León;0.023
